model,group,target,subject,hop,count,clean_correct,flip_count,flip_rate,epr,clean_acc,poisoned_acc_raw,poisoned_acc_judge,clean_margin_avg,poisoned_margin_avg,margin_change_avg
Qwen3.5-2B,hub,hub_4,England,d4,1000,290,48,0.16551724137931034,0.16551724137931034,0.29,0.267,0.298,2.580499999080057,4.029125001945936,1.4486250028658796
Qwen3.5-2B,hub,hub_4,England,d5,1000,251,44,0.1752988047808765,0.1752988047808765,0.251,0.23,0.264,2.7781249947773756,5.067625001420354,2.2895000066429785
Qwen3.5-9B,hub,hub_4,England,d1,15,15,15,1.0,1.0,1.0,0.0,0.0,5.225000000849832,0.8583333233992259,-4.366666677450606
Qwen3.5-9B,hub,hub_4,England,d2,117,57,39,0.6842105263157895,0.6842105263157895,0.48717948717948717,0.1623931623931624,0.20512820512820512,2.783119663860575,1.6816239153486716,-1.1014957485119037
Qwen3.5-9B,hub,hub_4,England,d3,614,263,137,0.5209125475285171,0.5209125475285171,0.42833876221498374,0.2182410423452769,0.2768729641693811,3.119096091525022,2.0317589571897727,-1.0873371343352491
Qwen3.5-9B,hub,hub_4,England,d4,1000,433,190,0.4387990762124711,0.4387990762124711,0.433,0.258,0.319,3.0730000004513496,2.0665625012593956,-1.006437499191954
Qwen3.5-9B,hub,hub_4,England,d5,1000,374,186,0.49732620320855614,0.49732620320855614,0.374,0.198,0.274,3.2903749958195987,1.9268750009214237,-1.363499994898175
Gemma-4-E4B-it,hub,hub_4,England,d1,15,15,0,0.0,0.0,1.0,1.0,1.0,8.200000034810122,5.548958288591044,-2.651041746219077
Gemma-4-E4B-it,hub,hub_4,England,d2,117,50,1,0.02,0.02,0.42735042735042733,0.42735042735042733,0.48717948717948717,3.6623931484609007,3.554487181996079,-0.10790596646482176
Gemma-4-E4B-it,hub,hub_4,England,d3,614,192,38,0.19791666666666666,0.19791666666666666,0.3127035830618892,0.26058631921824105,0.30130293159609123,4.550692175440409,4.272534095703374,-0.27815807973703466
Gemma-4-E4B-it,hub,hub_4,England,d4,1000,294,50,0.17006802721088435,0.17006802721088435,0.294,0.254,0.29,3.985562503092498,4.684317388581809,0.6987548854893108
Gemma-4-E4B-it,hub,hub_4,England,d5,1000,280,58,0.20714285714285716,0.20714285714285716,0.28,0.227,0.277,4.068062499192827,4.685558592270094,0.6174960930772668
Gemma-4-31B-it,hub,hub_4,England,d1,15,15,12,0.8,0.8,1.0,0.2,0.2,12.18333321885996,1.2708333413737516,-10.912499877486209
Gemma-4-31B-it,hub,hub_4,England,d2,117,65,13,0.2,0.2,0.5555555555555556,0.48717948717948717,0.5811965811965812,7.534188011388713,2.082264945010752,-5.451923066377961
Gemma-4-31B-it,hub,hub_4,England,d3,614,272,62,0.22794117647058823,0.22794117647058823,0.44299674267100975,0.3534201954397394,0.43159609120521175,7.833430848546393,2.8331636833038027,-5.000267165242589
Gemma-4-31B-it,hub,hub_4,England,d4,1000,442,77,0.17420814479638008,0.17420814479638008,0.442,0.386,0.459,6.891984357987446,3.164687502898694,-3.7272968550887517
Gemma-4-31B-it,hub,hub_4,England,d5,1000,416,77,0.18509615384615385,0.18509615384615385,0.416,0.352,0.451,6.828203093681864,2.9545624992014745,-3.8736405944803916
Qwen3.5-2B,hub,hub_1,Australia,d1,17,14,6,0.42857142857142855,0.42857142857142855,0.8235294117647058,0.47058823529411764,0.5882352941176471,3.6323529708144418,2.551470612086739,-1.0808823587277028
Qwen3.5-2B,hub,hub_1,Australia,d2,117,48,7,0.14583333333333334,0.14583333333333334,0.41025641025641024,0.3504273504273504,0.37606837606837606,3.160256429764434,3.2019230832754233,0.04166665351098905
Qwen3.5-2B,hub,hub_1,Australia,d3,528,190,30,0.15789473684210525,0.15789473684210525,0.35984848484848486,0.2859848484848485,0.36363636363636365,2.965909088902029,4.5794270800383305,1.6135179911363016
Qwen3.5-2B,hub,hub_1,Australia,d4,1000,326,40,0.12269938650306748,0.12269938650306748,0.326,0.309,0.344,2.5613125023788887,4.338249997317169,1.77693749493828
Qwen3.5-2B,hub,hub_1,Australia,d5,1000,285,59,0.20701754385964913,0.20701754385964913,0.285,0.263,0.299,2.8190000019182917,4.52818749896107,1.709187497042778
Qwen3.5-9B,hub,hub_1,Australia,d1,17,15,14,0.9333333333333333,0.9333333333333333,0.8823529411764706,0.058823529411764705,0.058823529411764705,4.198529403218451,6.566176462868873,2.3676470596504204
Qwen3.5-9B,hub,hub_1,Australia,d2,117,56,32,0.5714285714285714,0.5714285714285714,0.47863247863247865,0.1794871794871795,0.24786324786324787,3.69444441576946,2.521367515026369,-1.1730769007430912
Qwen3.5-9B,hub,hub_1,Australia,d3,528,246,132,0.5365853658536586,0.5365853658536586,0.4659090909090909,0.23484848484848486,0.30492424242424243,3.645833330747433,1.9031723469507238,-1.7426609837967093
Qwen3.5-9B,hub,hub_1,Australia,d4,1000,414,166,0.40096618357487923,0.40096618357487923,0.414,0.253,0.322,2.931500003029374,2.4034374982367006,-0.5280625047926732
Qwen3.5-9B,hub,hub_1,Australia,d5,1000,421,160,0.38004750593824227,0.38004750593824227,0.421,0.282,0.364,3.2406250037753708,2.088250001230743,-1.152375002544628
Gemma-4-E4B-it,hub,hub_1,Australia,d1,17,15,0,0.0,0.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,7.150735270392809,7.301470500187058,0.15073522979424953
Gemma-4-E4B-it,hub,hub_1,Australia,d2,117,45,4,0.08888888888888889,0.08888888888888889,0.38461538461538464,0.3418803418803419,0.41025641025641024,4.068376037180555,4.1778845831567875,0.10950854597623165
Gemma-4-E4B-it,hub,hub_1,Australia,d3,528,178,4,0.02247191011235955,0.02247191011235955,0.3371212121212121,0.3314393939393939,0.39015151515151514,4.897964013857613,4.687085712645569,-0.21087830121204357
Gemma-4-E4B-it,hub,hub_1,Australia,d4,1000,324,23,0.07098765432098765,0.07098765432098765,0.324,0.31,0.35,4.0787499982016655,4.605656247632767,0.5269062494311018
Gemma-4-E4B-it,hub,hub_1,Australia,d5,1000,318,15,0.04716981132075472,0.04716981132075472,0.318,0.318,0.375,4.331499989327129,4.565906250004624,0.23440626067749484
Gemma-4-31B-it,hub,hub_1,Australia,d1,17,15,14,0.9333333333333333,0.9333333333333333,0.8823529411764706,0.058823529411764705,0.058823529411764705,10.847426361248926,5.86397062559862,-4.983455735650305
Gemma-4-31B-it,hub,hub_1,Australia,d2,117,60,23,0.38333333333333336,0.38333333333333336,0.5128205128205128,0.3162393162393162,0.4358974358974359,6.201655981079888,2.7836538259426664,-3.4180021551372235
Gemma-4-31B-it,hub,hub_1,Australia,d3,528,268,93,0.34701492537313433,0.34701492537313433,0.5075757575757576,0.3465909090909091,0.44696969696969696,7.261067676720733,2.887902454540939,-4.373165222179796
Gemma-4-31B-it,hub,hub_1,Australia,d4,1000,441,123,0.2789115646258503,0.2789115646258503,0.441,0.339,0.421,6.664718724574053,2.4865624954372616,-4.178156229136795
Gemma-4-31B-it,hub,hub_1,Australia,d5,1000,460,138,0.3,0.3,0.46,0.334,0.443,7.3499062083375195,2.6573124993516894,-4.692593708985834
Qwen3.5-2B,hub,hub_11,New York City,d1,13,13,7,0.5384615384615384,0.5384615384615384,1.0,0.46153846153846156,0.6153846153846154,5.884615367994859,1.6057692307692308,-4.278846137225628
Qwen3.5-2B,hub,hub_11,New York City,d2,108,39,19,0.48717948717948717,0.48717948717948717,0.3611111111111111,0.24074074074074073,0.26851851851851855,3.825231490154423,2.416087951105847,-1.409143539048576
Qwen3.5-2B,hub,hub_11,New York City,d3,365,139,56,0.4028776978417266,0.4028776978417266,0.38082191780821917,0.2273972602739726,0.33972602739726027,2.3770547973614007,1.7080479512093205,-0.6690068461520802
Qwen3.5-2B,hub,hub_11,New York City,d4,1000,237,103,0.4345991561181435,0.4345991561181435,0.237,0.155,0.193,2.9443750023816246,2.3291250062200417,-0.6152499961615832
Qwen3.5-2B,hub,hub_11,New York City,d5,1000,296,155,0.5236486486486487,0.5236486486486487,0.296,0.157,0.196,3.1059999996183905,2.2378124985469623,-0.8681875010714284
Qwen3.5-9B,hub,hub_11,New York City,d1,13,13,10,0.7692307692307693,0.7692307692307693,1.0,0.23076923076923078,0.23076923076923078,6.355769185188155,1.3173077083550966,-5.038461476833058
Qwen3.5-9B,hub,hub_11,New York City,d2,108,52,26,0.5,0.5,0.48148148148148145,0.3148148148148148,0.3888888888888889,4.369212949068039,2.09953703758462,-2.2696759114834197
Qwen3.5-9B,hub,hub_11,New York City,d3,365,201,111,0.5522388059701493,0.5522388059701493,0.5506849315068493,0.2547945205479452,0.36164383561643837,3.0489726092487777,2.1450342430439715,-0.9039383662048064
Qwen3.5-9B,hub,hub_11,New York City,d4,1000,408,174,0.4264705882352941,0.4264705882352941,0.408,0.268,0.35,3.476875001744629,2.1422499990267534,-1.3346250027178757
Qwen3.5-9B,hub,hub_11,New York City,d5,1000,419,232,0.5536992840095465,0.5536992840095465,0.419,0.208,0.297,3.832125001864537,1.8841874999480788,-1.9479375019164582
Gemma-4-E4B-it,hub,hub_11,New York City,d1,13,13,0,0.0,0.0,1.0,1.0,1.0,6.85576919077693,4.6778846425989355,-2.1778845481779943
Gemma-4-E4B-it,hub,hub_11,New York City,d2,108,45,4,0.08888888888888889,0.08888888888888889,0.4166666666666667,0.4166666666666667,0.49074074074074076,4.820601821868253,3.6429397997331527,-1.177662022135101
Gemma-4-E4B-it,hub,hub_11,New York City,d3,365,138,13,0.09420289855072464,0.09420289855072464,0.3780821917808219,0.3589041095890411,0.44931506849315067,3.0777397192221567,3.3299657491096757,0.2522260298875191
Gemma-4-E4B-it,hub,hub_11,New York City,d4,1000,264,51,0.19318181818181818,0.19318181818181818,0.264,0.234,0.278,3.8181249979676286,4.0458750100753935,0.22775001210776463
Gemma-4-E4B-it,hub,hub_11,New York City,d5,1000,304,28,0.09210526315789473,0.09210526315789473,0.304,0.294,0.353,4.827624985815602,5.117187497926279,0.2895625121106775
Gemma-4-31B-it,hub,hub_11,New York City,d1,13,13,0,0.0,0.0,1.0,1.0,1.0,15.999999871622569,2.6634614872387967,-13.336538384383772
Gemma-4-31B-it,hub,hub_11,New York City,d2,108,62,11,0.1774193548387097,0.1774193548387097,0.5740740740740741,0.49074074074074076,0.6574074074074074,11.509837873274963,3.2146990828569635,-8.295138790418
Gemma-4-31B-it,hub,hub_11,New York City,d3,365,208,42,0.20192307692307693,0.20192307692307693,0.5698630136986301,0.4794520547945205,0.6273972602739726,7.086900642387402,2.814726039364277,-4.272174603023125
Gemma-4-31B-it,hub,hub_11,New York City,d4,1000,462,79,0.170995670995671,0.170995670995671,0.462,0.401,0.496,8.063937466449472,3.207124995674312,-4.856812470775162
Gemma-4-31B-it,hub,hub_11,New York City,d5,1000,434,78,0.17972350230414746,0.17972350230414746,0.434,0.374,0.49,7.488304664182358,2.981687502919274,-4.506617161263086
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d1,3,2,2,1.0,1.0,0.6666666666666666,0.0,0.0,2.791666659216086,0.5833333532015482,-2.208333306014538
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d2,24,22,5,0.22727272727272727,0.22727272727272727,0.9166666666666666,0.625,0.7083333333333334,4.192708364144589,2.8281249822630343,-1.3645833818815543
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d3,119,70,12,0.17142857142857143,0.17142857142857143,0.5882352941176471,0.4957983193277311,0.5126050420168067,3.683823542171471,3.6995798322392806,0.01575629006780952
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d4,536,141,38,0.2695035460992908,0.2695035460992908,0.2630597014925373,0.22761194029850745,0.23134328358208955,3.2506996200222535,3.6482042900363028,0.3975046700140492
Qwen3.5-2B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d5,1000,281,53,0.18861209964412812,0.18861209964412812,0.281,0.254,0.257,2.772375000737375,3.334625000235519,0.5622499994981445
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d1,3,2,2,1.0,1.0,0.6666666666666666,0.0,0.0,3.5833333047727742,3.9166666322077313,0.333333327434957
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d2,24,23,7,0.30434782608695654,0.30434782608695654,0.9583333333333334,0.5,0.6666666666666666,4.890625026717316,2.281249988276007,-2.6093750384413092
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d3,119,89,19,0.21348314606741572,0.21348314606741572,0.7478991596638656,0.6134453781512605,0.6218487394957983,4.0997899142063385,3.004201675456569,-1.0955882387497695
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d4,536,209,55,0.2631578947368421,0.2631578947368421,0.38992537313432835,0.31902985074626866,0.3208955223880597,3.6298973873871505,3.290811557301157,-0.3390858300859935
Qwen3.5-9B,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d5,1000,423,100,0.2364066193853428,0.2364066193853428,0.423,0.341,0.346,3.2596250010431613,3.340375000241533,0.08074999919837136
Gemma-4-E4B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d1,3,2,0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,5.083333304772775,2.2083332588275275,-2.875000045945247
Gemma-4-E4B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d2,24,23,0,0.0,0.0,0.9583333333333334,0.7916666666666666,0.9583333333333334,8.585937440802184,7.035156275374902,-1.5507811654272814
Gemma-4-E4B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d3,119,79,5,0.06329113924050633,0.06329113924050633,0.6638655462184874,0.6470588235294118,0.6554621848739496,4.0304621709294395,3.948004208492069,-0.08245796243737008
Gemma-4-E4B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d4,536,126,11,0.0873015873015873,0.0873015873015873,0.23507462686567165,0.2332089552238806,0.2332089552238806,4.1863339472425505,4.1599813405113775,-0.026352606731172692
Gemma-4-E4B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d5,1000,293,34,0.11604095563139932,0.11604095563139932,0.293,0.271,0.275,4.189625000022509,4.210906255514146,0.021281255491638604
Gemma-4-31B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d1,3,2,1,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,9.68749976398768,1.6249999403953552,-8.062499823592324
Gemma-4-31B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d2,24,23,3,0.13043478260869565,0.13043478260869565,0.9583333333333334,0.8333333333333334,0.8333333333333334,13.33203123171011,2.635416699127139,-10.69661453258297
Gemma-4-31B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d3,119,96,9,0.09375,0.09375,0.8067226890756303,0.7394957983193278,0.7647058823529411,7.73647581119931,4.402310915592711,-3.3341648956065995
Gemma-4-31B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d4,536,229,23,0.10043668122270742,0.10043668122270742,0.42723880597014924,0.41044776119402987,0.4141791044776119,7.676131038242008,5.080340485179891,-2.595790553062119
Gemma-4-31B-it,tail,tail_5,Greater Moncton Roméo LeBlanc International Airport,d5,1000,456,43,0.09429824561403509,0.09429824561403509,0.456,0.436,0.447,6.867078098719584,4.536125000869019,-2.3309530978505717
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d1,1,1,1,1.0,1.0,1.0,0.0,0.0,2.375000074505806,0.4999999403953552,-1.8750001341104507
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d2,28,24,11,0.4583333333333333,0.4583333333333333,0.8571428571428571,0.4642857142857143,0.5357142857142857,4.968750036562726,1.52232143029687,-3.4464286062658567
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d3,205,98,29,0.29591836734693877,0.29591836734693877,0.47804878048780486,0.33658536585365856,0.3463414634146341,2.7737804929867798,2.088719509935245,-0.6850609830515345
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d4,954,283,110,0.38869257950530034,0.38869257950530034,0.2966457023060797,0.20649895178197064,0.2169811320754717,3.203485320388111,3.1030529325035485,-0.10043238788456232
Qwen3.5-2B,tail,tail_1,"Brewster, Washington",d5,1000,294,142,0.48299319727891155,0.48299319727891155,0.294,0.171,0.177,3.119375005993963,3.083562505064867,-0.03581250092909613
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d1,1,1,1,1.0,1.0,1.0,0.0,0.0,6.750000031199306,1.8749998807907104,-4.875000150408596
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d2,28,23,11,0.4782608695652174,0.4782608695652174,0.8214285714285714,0.5,0.6428571428571429,5.013392852261729,2.921874988649506,-2.0915178636122227
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d3,205,117,71,0.6068376068376068,0.6068376068376068,0.5707317073170731,0.22926829268292684,0.24878048780487805,3.196341459212041,1.5246951202805177,-1.6716463389315233
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d4,954,434,185,0.42626728110599077,0.42626728110599077,0.4549266247379455,0.3060796645702306,0.31446540880503143,3.865238468956321,1.49698637215815,-2.3682520967981713
Qwen3.5-9B,tail,tail_1,"Brewster, Washington",d5,1000,418,227,0.5430622009569378,0.5430622009569378,0.418,0.199,0.222,3.80418750239021,1.6317499998921994,-2.1724375024980107
Gemma-4-E4B-it,tail,tail_1,"Brewster, Washington",d1,1,1,0,0.0,0.0,1.0,1.0,1.0,6.249999850522727,5.00000019185245,-1.2499996586702764
Gemma-4-E4B-it,tail,tail_1,"Brewster, Washington",d2,28,24,1,0.041666666666666664,0.041666666666666664,0.8571428571428571,0.8214285714285714,0.9642857142857143,8.232142750982673,5.3660714599942105,-2.866071290988462
Gemma-4-E4B-it,tail,tail_1,"Brewster, Washington",d3,205,96,6,0.0625,0.0625,0.4682926829268293,0.43902439024390244,0.44878048780487806,3.1939024384129704,3.450914627628077,0.257012189215107
Gemma-4-E4B-it,tail,tail_1,"Brewster, Washington",d4,954,285,78,0.2736842105263158,0.2736842105263158,0.29874213836477986,0.2348008385744235,0.24109014675052412,3.8812237956032494,4.384106391649914,0.5028825960466652
Gemma-4-E4B-it,tail,tail_1,"Brewster, Washington",d5,1000,297,38,0.12794612794612795,0.12794612794612795,0.297,0.266,0.273,4.716624996745743,5.26337499033573,0.5467499935899859
Gemma-4-31B-it,tail,tail_1,"Brewster, Washington",d1,1,1,1,1.0,1.0,1.0,0.0,0.0,14.75000011920963,8.250000183295924,-6.499999935913706
Gemma-4-31B-it,tail,tail_1,"Brewster, Washington",d2,28,24,10,0.4166666666666667,0.4166666666666667,0.8571428571428571,0.4642857142857143,0.5,14.00892848773267,2.444196429897732,-11.564732057834936
Gemma-4-31B-it,tail,tail_1,"Brewster, Washington",d3,205,123,49,0.3983739837398374,0.3983739837398374,0.6,0.3463414634146341,0.40487804878048783,7.529115802533592,2.5789634372790915,-4.950152365254498
Gemma-4-31B-it,tail,tail_1,"Brewster, Washington",d4,954,495,131,0.26464646464646463,0.26464646464646463,0.5188679245283019,0.3951781970649895,0.4140461215932914,9.01981782639684,1.9492596950585264,-7.0705581313383155
Gemma-4-31B-it,tail,tail_1,"Brewster, Washington",d5,1000,438,174,0.3972602739726027,0.3972602739726027,0.438,0.274,0.298,7.446042946428441,2.42475000223274,-5.021292944195702
Qwen3.5-2B,tail,tail_3,Kanchipuram,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,4.125000039115548,1.625,-2.500000039115548
Qwen3.5-2B,tail,tail_3,Kanchipuram,d2,23,22,13,0.5909090909090909,0.5909090909090909,0.9565217391304348,0.391304347826087,0.4782608695652174,4.663043489381064,2.309782588755732,-2.3532609006253313
Qwen3.5-2B,tail,tail_3,Kanchipuram,d3,147,70,16,0.22857142857142856,0.22857142857142856,0.47619047619047616,0.36054421768707484,0.3877551020408163,2.910714285281094,3.9638605296025156,1.0531462443214215
Qwen3.5-2B,tail,tail_3,Kanchipuram,d4,614,180,70,0.3888888888888889,0.3888888888888889,0.2931596091205212,0.1970684039087948,0.22312703583061888,2.9578583106358387,4.002137627425475,1.0442793167896365
Qwen3.5-2B,tail,tail_3,Kanchipuram,d5,1000,287,82,0.2857142857142857,0.2857142857142857,0.287,0.227,0.238,2.6511250023650357,4.102687497570521,1.451562495205486
Qwen3.5-9B,tail,tail_3,Kanchipuram,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,5.499999898485839,1.1250000596046448,-4.374999838881195
Qwen3.5-9B,tail,tail_3,Kanchipuram,d2,23,21,12,0.5714285714285714,0.5714285714285714,0.9130434782608695,0.391304347826087,0.5652173913043478,4.842391303411442,2.081521752275243,-2.760869551136199
Qwen3.5-9B,tail,tail_3,Kanchipuram,d3,147,78,55,0.7051282051282052,0.7051282051282052,0.5306122448979592,0.17687074829931973,0.20408163265306123,3.323979598951928,1.880952378925012,-1.4430272200269163
Qwen3.5-9B,tail,tail_3,Kanchipuram,d4,614,244,123,0.5040983606557377,0.5040983606557377,0.3973941368078176,0.21335504885993486,0.23289902280130292,3.2510179214547628,2.10219869872116,-1.1488192227336025
Qwen3.5-9B,tail,tail_3,Kanchipuram,d5,1000,383,174,0.45430809399477806,0.45430809399477806,0.383,0.228,0.257,3.045000000917251,2.2228125001341104,-0.8221875007831404
Gemma-4-E4B-it,tail,tail_3,Kanchipuram,d1,1,1,0,0.0,0.0,1.0,1.0,1.0,7.624999773397576,5.8749999310821295,-1.7499998423154466
Gemma-4-E4B-it,tail,tail_3,Kanchipuram,d2,23,22,1,0.045454545454545456,0.045454545454545456,0.9565217391304348,0.9130434782608695,1.0869565217391304,8.100543551667057,8.44565217750436,0.34510862583730434
Gemma-4-E4B-it,tail,tail_3,Kanchipuram,d3,147,69,4,0.057971014492753624,0.057971014492753624,0.46938775510204084,0.43537414965986393,0.4557823129251701,3.694727887015425,3.777210865633954,0.08248297861852895
Gemma-4-E4B-it,tail,tail_3,Kanchipuram,d4,614,168,19,0.1130952380952381,0.1130952380952381,0.2736156351791531,0.25895765472312704,0.2752442996742671,4.497149822509334,4.685056995202347,0.18790717269301282
Gemma-4-E4B-it,tail,tail_3,Kanchipuram,d5,1000,268,22,0.08208955223880597,0.08208955223880597,0.268,0.274,0.284,4.05462499357137,4.539187492608724,0.48456249903735443
Gemma-4-31B-it,tail,tail_3,Kanchipuram,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,13.124999880792757,1.125,-11.999999880792757
Gemma-4-31B-it,tail,tail_3,Kanchipuram,d2,23,22,16,0.7272727272727273,0.7272727272727273,0.9565217391304348,0.2608695652173913,0.30434782608695654,12.563858564237174,4.98913042556049,-7.574728138676683
Gemma-4-31B-it,tail,tail_3,Kanchipuram,d3,147,83,13,0.1566265060240964,0.1566265060240964,0.564625850340136,0.4965986394557823,0.5850340136054422,7.54320785475122,2.624574825828531,-4.918633028922688
Gemma-4-31B-it,tail,tail_3,Kanchipuram,d4,614,303,49,0.1617161716171617,0.1617161716171617,0.49348534201954397,0.42996742671009774,0.4755700325732899,8.245610211093483,3.98574918504471,-4.2598610260487755
Gemma-4-31B-it,tail,tail_3,Kanchipuram,d5,1000,409,83,0.20293398533007334,0.20293398533007334,0.409,0.363,0.392,6.523156227857124,3.4187499929757177,-3.104406234881408
Qwen3.5-2B,tail,tail_6,Partition of India,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,5.374999889172614,0.75,-4.624999889172614
Qwen3.5-9B,tail,tail_6,Partition of India,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,8.624999540799763,0.75,-7.874999540799763
Gemma-4-E4B-it,tail,tail_6,Partition of India,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,12.0000003576788,7.249999803490937,-4.750000554187864
Gemma-4-31B-it,tail,tail_6,Partition of India,d1,1,1,0,0.0,0.0,1.0,1.0,1.0,14.312499880791279,2.874999910593033,-11.437499970198246
Qwen3.5-2B,tail,tail_13,Haicheng,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,2.6250000298023224,0.375,-2.2500000298023224
Qwen3.5-2B,tail,tail_13,Haicheng,d2,5,3,1,0.3333333333333333,0.3333333333333333,0.6,0.4,0.8,3.299999979510903,5.3999999018662495,2.099999922355346
Qwen3.5-2B,tail,tail_13,Haicheng,d3,41,28,5,0.17857142857142858,0.17857142857142858,0.6829268292682927,0.5853658536585366,0.6829268292682927,2.073170737283895,3.1585365759404715,1.0853658386565768
Qwen3.5-2B,tail,tail_13,Haicheng,d4,130,37,12,0.32432432432432434,0.32432432432432434,0.2846153846153846,0.19230769230769232,0.33076923076923076,2.3749999910790045,3.967307676951,1.5923076858719958
Qwen3.5-2B,tail,tail_13,Haicheng,d5,276,64,19,0.296875,0.296875,0.2318840579710145,0.17753623188405798,0.2210144927536232,2.2432065250966158,3.404664864455111,1.1614583393584952
Qwen3.5-9B,tail,tail_13,Haicheng,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,5.624999836087227,3.6250000074505806,-1.9999998286366463
Qwen3.5-9B,tail,tail_13,Haicheng,d2,5,2,1,0.5,0.5,0.4,0.2,1.0,3.7750000175554304,2.5500000186264513,-1.224999998928979
Qwen3.5-9B,tail,tail_13,Haicheng,d3,41,29,28,0.9655172413793104,0.9655172413793104,0.7073170731707317,0.04878048780487805,0.14634146341463414,2.932926830846998,2.1280487773332335,-0.8048780535137644
Qwen3.5-9B,tail,tail_13,Haicheng,d4,130,59,30,0.5084745762711864,0.5084745762711864,0.45384615384615384,0.2230769230769231,0.3384615384615385,2.925961529048912,2.775961537805135,-0.1499999912437768
Qwen3.5-9B,tail,tail_13,Haicheng,d5,276,89,58,0.651685393258427,0.651685393258427,0.322463768115942,0.12318840579710146,0.2318840579710145,2.5871829713698546,3.1739130434369778,0.586730072067123
Gemma-4-E4B-it,tail,tail_13,Haicheng,d1,1,1,0,0.0,0.0,1.0,1.0,1.0,4.875000166706741,5.25000021699816,0.37500005029141903
Gemma-4-E4B-it,tail,tail_13,Haicheng,d2,5,3,0,0.0,0.0,0.6,0.6,1.4,6.77500007232411,5.825000119098695,-0.9499999532254151
Gemma-4-E4B-it,tail,tail_13,Haicheng,d3,41,30,2,0.06666666666666667,0.06666666666666667,0.7317073170731707,0.7073170731707317,0.7804878048780488,3.3323170835319615,3.951219496012239,0.6189024124802772
Gemma-4-E4B-it,tail,tail_13,Haicheng,d4,130,27,4,0.14814814814814814,0.14814814814814814,0.2076923076923077,0.18461538461538463,0.2692307692307692,4.20576924078218,5.171153847678076,0.9653846068958956
Gemma-4-E4B-it,tail,tail_13,Haicheng,d5,276,51,6,0.11764705882352941,0.11764705882352941,0.18478260869565216,0.18115942028985507,0.2210144927536232,4.667572446792908,5.982223722848636,1.3146512760557285
Gemma-4-31B-it,tail,tail_13,Haicheng,d1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.625,4.750000100582838,3.125000100582838
Gemma-4-31B-it,tail,tail_13,Haicheng,d2,5,4,2,0.5,0.5,0.8,0.4,0.6,12.562499962813039,3.4250000450760125,-9.137499917737026
Gemma-4-31B-it,tail,tail_13,Haicheng,d3,41,30,23,0.7666666666666667,0.7666666666666667,0.7317073170731707,0.1951219512195122,0.5121951219512195,8.682926829253573,3.833841474770452,-4.849085354483121
Gemma-4-31B-it,tail,tail_13,Haicheng,d4,130,59,26,0.4406779661016949,0.4406779661016949,0.45384615384615384,0.27692307692307694,0.5,6.2569711225737885,2.8213942390080775,-3.435576883565712
Gemma-4-31B-it,tail,tail_13,Haicheng,d5,276,91,32,0.3516483516483517,0.3516483516483517,0.32971014492753625,0.21739130434782608,0.36231884057971014,6.134397611921698,2.9475769977722415,-3.186820614149457
